"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Initialize a project with Postgres with a partitioned table and build it.","12113","Test databao build with Postgres with partitioned table","tests.domains","Tue Mar 31 17:22:04 UTC 2026","passed","Tue Mar 31 17:22:16 UTC 2026","","test_postgres","",""
"Initialize a project with DuckDB and build it, then compare results with expected introspection.","10914","Test databao build with DuckDB","tests.domains","Tue Mar 31 17:20:57 UTC 2026","passed","Tue Mar 31 17:21:07 UTC 2026","","test_duckdb","",""
"Initialize a project with SQLite and build it, then compare results with expected introspection.","9306","Test databao build with SQLite","tests.domains","Tue Mar 31 17:22:38 UTC 2026","passed","Tue Mar 31 17:22:47 UTC 2026","","test_sqlite","",""
"Initialize a project with BigQuery and build it, then compare results with expected introspection.","32251","Test databao build with BigQuery using BigQueryServiceAccountKeyFileAuth auth type","tests.domains","Tue Mar 31 17:20:24 UTC 2026","passed","Tue Mar 31 17:20:57 UTC 2026","","test_bigquery","",""
"Initialize a project with Snowflake using interactive configuration and verify the generated config file.","21943","Test databao build with Snowflake from init config","tests.domains","Tue Mar 31 17:22:16 UTC 2026","passed","Tue Mar 31 17:22:38 UTC 2026","","test_snowflake","",""
"Initialize a project with MySQL and build it, then compare results with expected introspection.","11805","Test databao build with MySQL","tests.domains","Tue Mar 31 17:21:32 UTC 2026","passed","Tue Mar 31 17:21:43 UTC 2026","","test_mysql","",""
"Initialize a project with BigQuery and build it, then compare results with expected introspection.","67767","Test databao build with BigQuery using BigQueryServiceAccountJsonAuth auth type","tests.domains","Tue Mar 31 17:19:17 UTC 2026","passed","Tue Mar 31 17:20:24 UTC 2026","","test_bigquery","",""
"Initialize a project with Postgres and build it, then compare results with expected introspection.","11351","Test databao build with Postgres","tests.domains","Tue Mar 31 17:21:51 UTC 2026","passed","Tue Mar 31 17:22:02 UTC 2026","","test_postgres","",""
