"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Initialize a project with Postgres with a partitioned table and build it.","11555","Test databao build with Postgres with partitioned table","tests.domains","Mon Mar 23 18:36:46 UTC 2026","passed","Mon Mar 23 18:36:58 UTC 2026","","test_postgres","",""
"Initialize a project with Snowflake using interactive configuration and verify the generated config file.","26325","Test databao build with Snowflake from init config","tests.domains","Mon Mar 23 18:36:58 UTC 2026","passed","Mon Mar 23 18:37:24 UTC 2026","","test_snowflake","",""
"Initialize a project with MySQL and build it, then compare results with expected introspection.","11226","Test databao build with MySQL","tests.domains","Mon Mar 23 18:36:15 UTC 2026","passed","Mon Mar 23 18:36:26 UTC 2026","","test_mysql","",""
"Initialize a project with BigQuery and build it, then compare results with expected introspection.","72527","Test databao build with BigQuery using BigQueryServiceAccountJsonAuth auth type","tests.domains","Mon Mar 23 18:33:54 UTC 2026","passed","Mon Mar 23 18:35:07 UTC 2026","","test_bigquery","",""
"Initialize a project with Postgres and build it, then compare results with expected introspection.","10840","Test databao build with Postgres","tests.domains","Mon Mar 23 18:36:34 UTC 2026","passed","Mon Mar 23 18:36:45 UTC 2026","","test_postgres","",""
"Initialize a project with SQLite and build it, then compare results with expected introspection.","8823","Test databao build with SQLite","tests.domains","Mon Mar 23 18:37:24 UTC 2026","passed","Mon Mar 23 18:37:33 UTC 2026","","test_sqlite","",""
"Initialize a project with DuckDB and build it, then compare results with expected introspection.","10441","Test databao build with DuckDB","tests.domains","Mon Mar 23 18:35:41 UTC 2026","passed","Mon Mar 23 18:35:51 UTC 2026","","test_duckdb","",""
"Initialize a project with BigQuery and build it, then compare results with expected introspection.","33797","Test databao build with BigQuery using BigQueryServiceAccountKeyFileAuth auth type","tests.domains","Mon Mar 23 18:35:07 UTC 2026","passed","Mon Mar 23 18:35:41 UTC 2026","","test_bigquery","",""
