"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Initialize a project with MySQL and build it, then compare results with expected introspection.","23472","Test databao build with MySQL","tests.domains","Fri Mar 06 18:16:13 UTC 2026","passed","Fri Mar 06 18:16:37 UTC 2026","","test_mysql","",""
"Initialize a project with Snowflake using interactive configuration and verify the generated config file.","47309","Test databao build with Snowflake from init config","tests.domains","Fri Mar 06 18:17:11 UTC 2026","passed","Fri Mar 06 18:17:58 UTC 2026","","test_snowflake","",""
"Initialize a project with SQLite and build it, then compare results with expected introspection.","24800","Test databao build with SQLite","tests.domains","Fri Mar 06 18:17:58 UTC 2026","passed","Fri Mar 06 18:18:23 UTC 2026","","test_sqlite","",""
"Initialize a project with BigQuery and build it, then compare results with expected introspection.","44128","Test databao build with BigQuery using BigQueryServiceAccountJsonAuth auth type","tests.domains","Fri Mar 06 18:11:24 UTC 2026","broken","Fri Mar 06 18:12:08 UTC 2026","","test_bigquery","",""
"Initialize a project with DuckDB and build it, then compare results with expected introspection.","220767","Test databao build with DuckDB","tests.domains","Fri Mar 06 18:12:11 UTC 2026","passed","Fri Mar 06 18:15:51 UTC 2026","","test_duckdb","",""
"Initialize a project with Postgres and build it, then compare results with expected introspection.","24013","Test databao build with Postgres","tests.domains","Fri Mar 06 18:16:46 UTC 2026","passed","Fri Mar 06 18:17:10 UTC 2026","","test_postgres","",""
"Initialize a project with BigQuery and build it, then compare results with expected introspection.","0","Test databao build with BigQuery using BigQueryServiceAccountKeyFileAuth auth type","tests.domains","Fri Mar 06 18:12:11 UTC 2026","broken","Fri Mar 06 18:12:11 UTC 2026","","test_bigquery","",""
