"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Initialize a project with BigQuery and build it, then compare results with expected introspection.","72617","Test databao build with BigQuery using BigQueryServiceAccountJsonAuth auth type","tests.domains","Thu Mar 12 18:54:17 UTC 2026","passed","Thu Mar 12 18:55:30 UTC 2026","","test_bigquery","",""
"Initialize a project with DuckDB and build it, then compare results with expected introspection.","10136","Test databao build with DuckDB","tests.domains","Thu Mar 12 18:56:00 UTC 2026","passed","Thu Mar 12 18:56:10 UTC 2026","","test_duckdb","",""
"Initialize a project with Snowflake using interactive configuration and verify the generated config file.","0","Test databao build with Snowflake from init config","tests.domains","Thu Mar 12 18:57:03 UTC 2026","skipped","Thu Mar 12 18:57:03 UTC 2026","","test_snowflake","",""
"Initialize a project with BigQuery and build it, then compare results with expected introspection.","29754","Test databao build with BigQuery using BigQueryServiceAccountKeyFileAuth auth type","tests.domains","Thu Mar 12 18:55:30 UTC 2026","passed","Thu Mar 12 18:56:00 UTC 2026","","test_bigquery","",""
"Initialize a project with SQLite and build it, then compare results with expected introspection.","8593","Test databao build with SQLite","tests.domains","Thu Mar 12 18:57:03 UTC 2026","passed","Thu Mar 12 18:57:12 UTC 2026","","test_sqlite","",""
"Initialize a project with Postgres and build it, then compare results with expected introspection.","10636","Test databao build with Postgres","tests.domains","Thu Mar 12 18:56:52 UTC 2026","passed","Thu Mar 12 18:57:03 UTC 2026","","test_postgres","",""
"Initialize a project with MySQL and build it, then compare results with expected introspection.","10874","Test databao build with MySQL","tests.domains","Thu Mar 12 18:56:34 UTC 2026","passed","Thu Mar 12 18:56:44 UTC 2026","","test_mysql","",""
